"","subject","y","X_mean","X_sd","body_acc_x_mean","body_acc_x_sd","body_acc_y_mean","body_acc_y_sd","body_acc_z_mean","body_acc_z_sd","body_gyro_x_mean","body_gyro_x_sd","body_gyro_y_mean","body_gyro_y_sd","body_gyro_z_mean","body_gyro_z_sd","total_acc_x_mean","total_acc_x_sd","total_acc_y_mean","total_acc_y_sd","total_acc_z_mean","total_acc_z_sd"
"22",4,4,-0.636701064810579,0.541845153896584,-0.000459481162344703,0.00502686843134099,0.00156284402143344,0.0078199374406829,0.00104659883608812,0.0123297866376182,-0.0132362719370118,0.0388072947246555,-0.000457145647045313,0.0297426287753593,-0.00546662182510834,0.020198928720829,0.974841945546875,0.00387462067307509,0.056483633775,0.00610975286775668,-0.066512603874375,0.00992019062011521
"23",4,5,-0.590506661141598,0.524737950646837,0.000165214202753348,0.049648689101475,-0.00171918670427358,0.0362459737854943,-9.29434881141184e-05,0.04567294858008,0.00366492702268669,0.0969805591694033,-0.000704013453825335,0.127058124889782,-0.00584353146349375,0.0899752437983379,0.981702399037388,0.0486252328281659,-0.0766868447251736,0.03486703631442,-0.188010275855301,0.0427405733117101
"24",4,6,-0.626253997098923,0.543763858668666,-0.00108367465139498,0.0109704199101125,-0.0014759920601033,0.0144120587419674,0.00137741843825897,0.0207994569541396,0.00305528085343429,0.0240125824710526,-0.0059711856903015,0.0495441804804257,0.00344518245419792,0.0268493949262778,0.521759993648727,0.00615484850478363,0.28158112355,0.010496971149517,0.456019319866609,0.0151832560523481
"25",5,1,-0.627263647698325,0.533467700767623,-0.0057844339917502,0.0144859849866012,-0.00300411581905929,0.0241832305550238,0.0107305123100225,0.0271641595864796,-0.00603878352840039,0.0389847395086756,-0.000864997661770368,0.0467838837848989,-0.0018159939983743,0.0392430997734838,0.936165952134487,0.0116874735507366,0.0671873016092494,0.0155310465268204,0.0824369228881696,0.0199795047726466
"26",5,2,-0.534254573772449,0.514160122706351,-0.000671372468196476,0.0937404594703545,-0.00368547804277194,0.0635149514957572,-0.00355095441723903,0.0604539950972851,-0.00887646049823138,0.20954761368991,0.00151981077510539,0.190854171672388,0.00946675207256317,0.14279635082866,0.301658480519441,0.0900630665371981,-0.0174055822060539,0.0611847025195738,-0.0774799053303358,0.0579878071336297
"27",5,3,-0.638125492761583,0.529396436217648,0.00118841741939727,0.0105245689334605,0.000327511220927527,0.010018841517406,0.000559150678874335,0.0120595556455171,-0.00541977140345512,0.0314184369487471,0.00845417499754588,0.0380182793473064,0.00797259588461802,0.0199805482956756,0.478137990734807,0.00839886163522458,0.233401001464604,0.00903375806921613,0.298499070028923,0.0110904123365395
"28",5,4,-0.400759178905283,0.479327947135801,-0.000639695713252841,0.268286753969142,0.00157297244643821,0.123098585135721,-0.000713729692933239,0.143604136066482,-0.102051725771147,0.582736229383812,0.0112549756218928,0.48109601068479,0.0211652053262962,0.377902891992236,0.9782235890625,0.267666488065362,-0.000760478342666902,0.118065293252584,-0.19996791996994,0.140430017400628
"29",5,5,-0.367290904894042,0.47220396484715,0.000646045401777623,0.270006429203397,-0.00114222331723214,0.129128268333755,-0.000571305172433036,0.176602010027101,-0.0524411446581473,0.443619229377505,0.0046593505398577,0.410384534269365,0.00952883871863839,0.340598122186912,0.963953658775112,0.269526691179557,-0.00903335111364397,0.128289623991931,-0.0754461811967522,0.1759576061796
"30",5,6,-0.452303803539181,0.494467392873394,0.000716903330745193,0.200980527042874,-0.00533407160695613,0.0993326733889916,0.00157627936657302,0.108814121587951,-0.0851470826233777,0.388161310541525,0.00499657807789363,0.320788508893446,0.0165981958894211,0.286946410956816,1.00012728425481,0.200595864531064,-0.0808068625467909,0.0974085196353519,-0.105280836340655,0.105412914058544
"31",6,1,-0.631530850104853,0.533006786888006,-0.00312134557334238,0.0122549252211376,0.000172118875604715,0.0143784137885602,0.00283691981999915,0.0142433776424605,-0.00866622015881187,0.0264784721360654,-0.00042760838389079,0.0351806461020222,0.00804641773257484,0.0274047773038384,0.785286434242736,0.00725070170790331,-0.0809353339334868,0.0104753865103818,0.273373344199594,0.0109036885551942
"32",6,2,-0.36244460438375,0.464109761147052,0.00140233104153339,0.269383075516624,0.000322789050753676,0.136383116877268,-0.00131483887353401,0.117769232740104,-0.023452449597212,0.406182287195059,0.0082590985628799,0.472182498871858,0.00814651187948223,0.37251804082627,0.981041750375306,0.269019968262966,-0.0714899026080116,0.135761322172944,0.0138881951219393,0.116430921601611
"33",6,3,-0.593387071340098,0.52228800654642,-0.000437379226299479,0.051473601276083,-0.000118567061933236,0.0268104507986124,0.000753565055399414,0.0259187390019046,-0.00557095059707031,0.0747583216099844,-0.00749477642879557,0.0902381180586708,0.00768028820667754,0.0717739435790327,0.181648038095492,0.049048430609651,-0.269899797546351,0.0255369691642258,0.427798489432783,0.0248287719948171
"34",6,4,-0.367316017008032,0.471062590951739,-0.00247085098330284,0.262354404253873,-0.000300649425313636,0.152766423056509,0.000311478022491477,0.14175543989709,0.0797487129688935,0.516998863450595,-0.0258255997843778,0.635724876006459,-0.00165723568599403,0.33000145524717,0.998810637372159,0.2616678380907,-0.0779784252615881,0.151637892087145,0.00294391006103722,0.136239305596032
"35",6,5,-0.297819293572708,0.463786047411895,0.00225433404328399,0.338255958477797,-0.000710832710376919,0.175055540276055,-0.00179737566108553,0.138420324137699,-0.0313849787719024,0.584817682505737,-0.00383488927644189,0.566071353239305,-0.000422842360663378,0.409058409705744,1.00687590437226,0.337806017622754,-0.0574445211731497,0.173969894420621,0.0395435847571793,0.135143616033802
"36",6,6,-0.611027977511393,0.525396375942616,-0.000611523706643777,0.02754988255999,0.00162321920067209,0.0282354421537904,-0.000989318095935252,0.0250655347408946,-0.0175958108185238,0.10827587350286,-0.00580511480021409,0.0941247204464372,0.00210366655706963,0.0533530457661843,0.978437073286732,0.0265358588278505,0.0126205029316064,0.0237621560117759,0.0485198766960302,0.0213123872135754
"37",7,1,-0.634717184029223,0.53488856415797,-0.000628083117773575,0.00785946605127635,0.00078687962094449,0.0131280736849386,0.00299316051519901,0.0157733987331324,0.00116537191365378,0.0247382310933482,-0.00625915343325918,0.0285994355178772,0.0105323373303259,0.0246864962039065,0.858513946954496,0.00582797670117327,0.181384475075578,0.00755453367509077,0.0684555472778372,0.00885039906254514
"38",7,2,-0.3851893212265,0.478523290320511,-0.000416269315811887,0.221475855062106,0.000564968094738051,0.140243739590698,0.000559053769730392,0.103658313246391,-0.0301191570878287,0.347216453415067,0.0100014083390196,0.468131619124247,-0.00236640947660815,0.221810042179859,0.858735251254596,0.220824330820479,-0.0478468012826287,0.139393270485246,-0.00269020738820466,0.102236348059544
"39",7,3,-0.629582408902415,0.541223419851654,-0.000863422700870346,0.0117569636287295,-0.00168057187450824,0.00936612925959081,0.000235287097106715,0.0120927498706556,0.0110758413316712,0.026324773580583,-0.00459224271739362,0.0317237320420633,0.010183993026129,0.0185367870816252,0.158211577722733,0.00796057502830966,0.728529764511303,0.00683364551200088,0.312908735008311,0.00879748793958624
"40",7,4,-0.454259660534767,0.490620935121377,-0.00195785266107617,0.187596303520868,-0.00533176060153092,0.131532049308576,0.00164870408316243,0.0942501501339648,-0.0594589851160644,0.351958251288634,0.0192235800402181,0.329835154764772,-0.00315714058198242,0.261711453762374,0.999733735904948,0.186341744286072,-0.24155597027627,0.129101023165482,-0.0601560394776237,0.0881819768242173
"41",7,5,-0.335222687847106,0.479958961611078,0.000126659418127948,0.318402959022859,-0.000632563048682194,0.184826715586492,8.34613361291273e-05,0.104966590237457,-0.0700582309407695,0.54066966218338,0.0118907313563694,0.390156032557493,-0.000459119730925707,0.323191696911094,1.0062083906987,0.317797382776024,-0.182162871875389,0.18343253830533,-0.0693245973627358,0.103304714461103
"42",7,6,-0.630291117682094,0.532836726703746,-2.12597375225362e-06,0.00646181002854682,9.05441952325721e-05,0.0144478335196364,-0.000960356383406851,0.0108184162014823,-0.000224806503295342,0.089732749930211,-0.000960971112304687,0.0324326114063963,-0.000800868407817007,0.0237033560095662,1.00345720247897,0.00602917722650096,-0.220707295679087,0.0129115422865294,-0.0938920172423888,0.00949509778155288
"43",8,1,-0.606720415895238,0.523181303542947,-6.37959344496093e-05,0.0396911253462902,0.000469749797969401,0.0449329040909234,-0.000857657086938249,0.0276815111327083,-0.00319918783680013,0.110797718417818,-2.79750041373697e-05,0.0855857021199043,-0.00164234223101725,0.0788204024068382,1.00339305861003,0.0390695652843267,-0.210656747729655,0.0428235099781188,0.0545147972265951,0.0259537214625997
"44",8,2,-0.644094941183373,0.539865177701076,0.000750931085353087,0.00493404490735593,0.00157196307233392,0.00656601663921534,-0.00102074545469306,0.00688056881014413,0.00130247093212043,0.00924796889410942,0.00341636841271799,0.0124279898026327,0.00468419979732355,0.0158285273548167,0.785670892740091,0.00302215401427656,0.337718233894569,0.00558952285390926,0.187714396461509,0.0056355094584407
"45",8,3,-0.643487665219394,0.534255726546367,-0.000733673204381579,0.00408706449927024,0.00416392911680592,0.0120085895096743,3.59080615914474e-05,0.00881936977130508,-0.00632538552430674,0.025484548912082,-0.00150639976918709,0.0162423144771259,-0.00707209931486184,0.020625749727064,0.991721237068257,0.00300962847974278,-0.0438729205647615,0.00715261756285168,0.0667626638365543,0.00643803010033833
"46",8,4,-0.32618854978483,0.465526802690379,0.000445879008355978,0.266685300395717,-0.000196412248498302,0.183641172864513,-0.00163254215524457,0.144322705296981,-0.049627181370805,0.567032489950072,0.0111827925797554,0.572393057941593,0.0155285607971637,0.315316049373211,0.991767239453125,0.266066937035964,-0.234281580873098,0.181399387825876,-0.0922470253969667,0.142010363020106
"47",8,5,-0.440310275108351,0.496678124294485,0.00201027641825236,0.144082771141116,0.000506868389435764,0.117950770059623,0.000878592654403067,0.0943269175928554,-0.019103825533342,0.315192056026677,0.00588955929502315,0.35285603141378,0.00405368501446846,0.198566188222316,0.70083437776331,0.143342711619738,0.194538333715538,0.117395272837879,-0.00561356214360532,0.0928887125628764
"48",8,6,-0.386826831631719,0.476913922444188,-0.00277629018012731,0.254761193296019,-0.00535800510368634,0.190524497936182,-0.0045405469327827,0.143056803942267,-0.127200147875376,0.444767267883336,0.03683419242068,0.469171483487133,0.00725021679602141,0.377984704707261,0.946230720891204,0.253922577921831,-0.316242285661024,0.188493943562384,-0.17373285120204,0.140625659951785
"49",9,1,-0.572019832450138,0.516758291901281,0.00129083454900807,0.0852764946299639,-0.00223285136065775,0.0692072194768317,-0.00555940096972882,0.0657626998895487,0.0261320785842768,0.228001890360282,-0.00656927672491211,0.201275367575887,0.00785267592775421,0.103002808515494,0.921469300135216,0.0824447749057546,0.0570731684636418,0.0642857190357841,0.275972640563401,0.0577961288888797
"50",9,2,-0.631228449901312,0.536549796608021,-0.00766848736301371,0.0142133708225739,-0.0228487265763394,0.0243575450723959,0.0105707515418087,0.024198798758075,-0.0280772389636558,0.0471825996312758,0.00192514230109455,0.0221205476563896,-0.0107923697413286,0.026272863598907,0.657013233738042,0.0139191749808736,0.240069508681633,0.0273280526125596,0.220702479914222,0.0277788639294967
"51",9,3,-0.603535414529696,0.534879939611479,0.00611674547634077,0.0288959138214561,0.0248322138617375,0.0538381993854288,-0.00786941670895145,0.0390553834689895,0.0496688721229083,0.0921525714544402,0.00400778234135621,0.06549211324194,0.0354753655107615,0.046959952630298,0.623182855123586,0.0251944506893588,0.118816511442708,0.0606342633754009,0.295342613828473,0.0314264005641333
"52",9,4,-0.433499906379128,0.48223422715477,-0.00230954868014438,0.19675067362501,-0.00197215688418438,0.144059939930542,-0.00046608780832125,0.132216633740155,0.0447927131329797,0.433698616122797,-0.00372452779742344,0.370985528698007,-0.013743847563225,0.31981059877695,0.95423006253125,0.195875715335968,-0.130082678323134,0.141045744764304,0.0310167120951875,0.130405863700223
"53",9,5,-0.355626832585262,0.469016135056298,-0.000132460312713542,0.217215889881245,-0.00342530768947917,0.165523073125351,-0.00172263003442014,0.163773142364773,0.0356470467126913,0.505452606009354,-0.0100444561681441,0.545967077697904,-0.015618808936724,0.319408528395587,0.936785537482639,0.216344501733308,-0.0666942567688785,0.163042658196198,0.0385819540890278,0.161369674587445
"54",9,6,-0.551936312361476,0.504756599200033,0.000381013042585594,0.10873695543063,-0.00208072689588344,0.0722033942414282,-0.00169802517370484,0.0555232377270741,0.0262508734482397,0.284702802818977,-0.00532473745507656,0.190185714056633,0.00407366474869687,0.134788794840752,0.97234422078125,0.107922749730211,-0.103871350533703,0.0702006929463115,0.30374791038125,0.0528747073522927
"55",10,1,-0.553642761018812,0.508219883021781,-0.00130530122993691,0.073611253476128,-0.000666379414421285,0.0776367951049527,0.00179668433571993,0.0555647819403876,0.00489346241149057,0.262138486910081,-0.00446627967743072,0.166284769908004,0.0133395348703903,0.109228491235981,0.88720004993809,0.0710744750878756,0.0175245807194266,0.0766567750178488,0.177240884994574,0.0538833427825311
"56",10,2,-0.470429417477454,0.490499834599597,-0.00108322375472207,0.1721987191347,-0.00176644732721177,0.120616714403033,-0.000362025519850399,0.102599580723809,0.0617091735872615,0.412491632424892,-0.0162282454219382,0.324308167605709,-0.00498012847676031,0.22022647335402,0.784959533211436,0.171245259180395,0.0495807693977394,0.119264101425963,0.158957659638886,0.0992995304409929
"57",10,3,-0.526336127472545,0.513916990475136,0.00148676632092229,0.139972272291161,-0.00140592354715543,0.0829958859487021,0.00121759239418133,0.0531933033850315,0.0426210216810629,0.333698673688675,-0.0157147026556435,0.20558661457923,0.0168665416110037,0.138596816266729,0.443257387528783,0.135901223940239,0.362658320770543,0.080814989544979,0.360961677999507,0.0509892982914073
"58",10,4,-0.62803501395655,0.538300273430603,-0.00227785828043388,0.0124454854812962,0.00181889949751013,0.0234480529764843,-0.000991067864595486,0.0183838705247037,0.012249662857908,0.0388955249426382,0.0013596974756684,0.027370004512563,0.00760400444011863,0.0224497526585522,0.630761362891927,0.0114868756954179,0.0991100445833912,0.0363755115965182,0.328890247904106,0.0194773602186159
"59",10,5,-0.579729965864347,0.517489958458459,-9.52779628728691e-05,0.0700274606617924,-0.000705943612555753,0.0587648124149653,-0.00176167700609197,0.0557549585549955,0.00834282676046165,0.185492551813444,-0.00165438936564631,0.188499253979164,-0.00362582931454368,0.0986164219089823,1.0120673435902,0.0693979089228306,-0.0529020743227983,0.0559796824964758,0.00324177652322976,0.0517411964813698
"60",10,6,-0.590846275530699,0.530364507403479,-0.00751151348491474,0.0361974885323638,0.00525477240285156,0.0432650874766144,0.00605932237895878,0.0507818968945244,0.0174383690272713,0.137445940630665,-0.00051533670983028,0.0913426469625406,0.00313264736811288,0.0566876899138228,0.575638841218184,0.0346834343142342,0.460651710725329,0.0416487488682392,0.311550396292093,0.0515482446882416
"61",11,1,-0.441793767652402,0.481939205964927,0.000650302823411017,0.218445066980857,-0.000301953573342161,0.128794069694384,0.000622048281365201,0.115625120426612,-0.0322448697532045,0.34168527837198,0.00872661044990996,0.353369585122317,0.00531702987277807,0.251378406758677,0.987192695087394,0.217793404490077,-0.235515839794915,0.127128454953417,-0.0664980948099444,0.112510178792742
"62",11,2,-0.559655935716623,0.509830070182757,-0.000133916893214844,0.100263979237532,0.000161245186639178,0.0667099807677151,6.67236242870371e-05,0.0623344990699083,-0.027637764185735,0.197560776396869,0.0123264323871788,0.162099220172265,0.00494322822574074,0.133309760516744,0.985115490422454,0.0995702957737149,-0.221669386697917,0.0648233578818667,-0.146443224656771,0.0601268250555329
"63",11,3,-0.46124980168185,0.488234547056548,-0.00209867196178668,0.204498119841811,-0.00248741068657303,0.134178978349096,0.000587734781238451,0.119029403659766,0.00557363994602582,0.40084991466865,-0.00308730179522758,0.342680556289087,-0.00254249609172894,0.274434934087579,0.967250401052989,0.203677960778859,-0.272447970443614,0.131485608246817,-0.107322364190803,0.115042205891983
"64",11,4,-0.64518636385785,0.539770825876696,-0.000492766689645784,0.00756319315489554,5.71678835869841e-05,0.00626511956519216,0.000503026092373231,0.00656839298643837,0.000967864108375354,0.0118340992183075,-0.00226619279453685,0.0176782516370162,0.00162877132007164,0.0112012294223214,0.387808522582547,0.00683638159927662,0.576484110681456,0.00586810437213642,0.38573080473212,0.00608532122495128
"65",11,5,-0.649508180903877,0.536281875880096,-0.000235759299805519,0.00342223272599802,0.00172329460582841,0.00509704001891573,-0.000232855732323471,0.00686686140962795,-0.00519275658858976,0.00838162032094068,0.00208869144827892,0.0106078309888943,-0.000839634268009973,0.0104946695751596,0.867723445578457,0.00294529529274108,0.166565127676197,0.00437620602824961,0.116323335294215,0.00529741199141545
"66",11,6,-0.502719828824154,0.49425076657684,5.4294400755484e-06,0.143494513456429,-0.000606387767898301,0.0955838121292328,0.000724381478264474,0.0671289204872616,-0.00501612440440515,0.193354023214985,-0.000187799060694901,0.268107519020763,0.00443933639675699,0.159805606020819,0.740661484059759,0.142579356046281,0.0168250179276864,0.095038408124234,0.27249927700466,0.0661130187759495
"67",12,1,-0.590972919528925,0.524502907215789,-0.00025878430448,0.062934421075433,0.00271004300941563,0.0449950078767912,0.00102598331877756,0.031845796698866,-0.00822057257069719,0.0992446674616203,0.00147072002892266,0.0811162179065303,0.00217248724254313,0.0774369155190376,0.99627621946875,0.0613430893800477,-0.100015216301483,0.038610119758196,0.073686155546489,0.0275224652004798
"68",12,2,-0.643411224706626,0.539272902481656,-0.000501342198031851,0.00909314624686223,-0.000146191017172566,0.00635568673372707,0.000908093991489333,0.00857705982052201,-0.000139056081642728,0.0126349730321537,-0.00719174118346214,0.0170421163101827,0.0186150727693369,0.0195397656649713,0.412558569522236,0.00372119932464618,0.551408506929086,0.00394601138498007,0.474576777602666,0.00530815781367104
"69",12,3,-0.647003052025542,0.536976989796874,0.000775340759961685,0.00434289105704374,-0.000684700450241848,0.00835481300487364,0.00015176432283373,0.00953090148508636,-0.00839912073182847,0.0109712572018786,0.00415067342229008,0.0157252702703873,-0.0207892778789201,0.0145987914431734,0.985544273539402,0.00296146687773405,0.0438488421263587,0.0043785493040977,0.135422133131069,0.00678314596832549
"70",12,4,-0.383068262783116,0.471839005093681,-0.000481831770649509,0.285020003274086,-0.00113375229479473,0.16134268227792,-0.000436006273529412,0.120223687690161,0.0504277020495404,0.465335674223383,-0.00977758493643995,0.341686346130904,0.00367139455442708,0.322832204755572,1.0073811904565,0.284360390886331,-0.133159393227742,0.15955382765042,0.079154182501685,0.1189567924726
"71",12,5,-0.448205541656598,0.48862633516172,-6.03182070014343e-05,0.199155273205387,0.000646422841627818,0.109472843091452,-0.000128544703580174,0.0897911974889931,0.0137841037979582,0.353324557699907,-0.00549588666328637,0.250434625494943,-0.00332892352044723,0.230539143692843,0.705794392578125,0.198569960618871,0.165643311460756,0.108581786366192,0.241980373661644,0.0892378117399926
"72",12,6,-0.441731196283806,0.487956247750088,0.000678148590073698,0.235561618958335,-0.00303844103564974,0.129275957868644,-0.00361899774568758,0.0922091768655059,-0.00638787122807813,0.362395725966165,-0.0015085034375151,0.270260756659879,-0.00827659352813122,0.256386177539466,1.00763601364583,0.234886873006221,-0.160261333185505,0.127437011863468,0.0473066727916849,0.0905610742883812
"73",13,1,-0.352513150820967,0.476367280978541,0.00140486451789885,0.309607757928342,-0.000768534003248355,0.15518836183486,-0.000884146768359375,0.134056575406239,-0.0606471707893366,0.473241234100685,0.0178726280260387,0.397675267432339,0.0167969937370669,0.365960255755986,0.997937051493969,0.308930636297171,-0.17136921618199,0.153768001962139,-0.154765203084105,0.132725410055484
"74",13,2,-0.577968278098468,0.519732186553966,-0.00114754881653432,0.0599139063225658,0.00144538911205185,0.0535744551126893,-0.000666066368112216,0.052663783634755,-0.00670699334521903,0.136632511690543,0.00101822342154886,0.106693719693228,0.00357118188500795,0.12944064848283,0.976664886505682,0.05886648623896,-0.163321389552983,0.0503878466397506,-0.110943932493878,0.0489040324931643
